,abilities,ammo,armour,attributes,base_reload_time,caste,category,charge_bonus,charge_speed,charge_speed_flying,damage_mod_all,damage_mod_flame,damage_mod_magic,damage_mod_missile,damage_mod_physical,entity_size,explosion_ap_damage,explosion_base_damage,explosion_radius,faction_group,factions,ground_stat_effect_group,health,health_per_entity,height,key,leadership,mass,melee_ap_damage,melee_ap_ratio,melee_attack,melee_attack_interval,melee_base_damage,melee_bonus_v_infantry,melee_bonus_v_large,melee_defence,melee_total_damage,multiplayer_cost,name,parry_chance,projectile_number,radius,range,ranged_ap_damage,ranged_ap_ratio,ranged_base_damage,ranged_bonus_v_infantry,ranged_bonus_v_large,ranged_total_damage,shots_per_volley,special_category,speed,speed_flying,speed_ground,spells,unit_size
42,"['Extra Powder', 'Crumbling', 'Disintegrating']",22.0,15,"['causes_fear', 'hide_forest', 'mounted_fire_move', 'undead']",9.0,Missile Infantry,Pistol Missile Infantry,7,26,0,0,0,0,0,0,small,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_small,6480,54,1.7,wh2_dlc11_cst_inf_zombie_gunnery_mob_0,30,90,2,0.13,12,4.4,13,0,0,6,15,300,Zombie Pirate Gunnery Mob,0,1.0,0.5,90.0,2.0,0.17,10.0,0.0,0.0,12.0,1.0,,23,0,23,[],120
43,"['Extra Powder', 'Crumbling', 'Disintegrating']",22.0,15,"['causes_fear', 'hide_forest', 'undead']",13.0,Missile Infantry,Missile Infantry,2,26,0,0,0,0,0,0,small,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_small,6480,54,1.7,wh2_dlc11_cst_inf_zombie_gunnery_mob_1,30,90,2,0.13,8,4.4,13,0,0,6,15,550,Zombie Pirate Gunnery Mob (Handguns),0,1.0,0.5,145.0,13.0,0.76,4.0,0.0,0.0,17.0,1.0,,23,0,23,[],120
44,"['Extra Powder', 'Crumbling', 'Disintegrating']",22.0,15,"['causes_fear', 'hide_forest', 'undead']",13.0,Missile Infantry,Close-Quarters Missile Infantry,2,26,0,0,0,0,0,0,small,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_small,6480,54,1.7,wh2_dlc11_cst_inf_zombie_gunnery_mob_2,30,90,2,0.13,8,4.4,13,0,0,6,15,600,Zombie Pirate Gunnery Mob (Hand Cannons),0,3.0,0.5,90.0,8.0,0.73,3.0,0.0,0.0,11.0,1.0,,23,0,23,[],120
45,"['Extra Powder', 'Crumbling', 'Disintegrating']",5.0,15,"['causes_fear', 'hide_forest', 'undead']",9.0,Missile Infantry,Explosives Infantry,7,26,0,0,0,0,0,0,small,5.0,15.0,3.0,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_small,6480,54,1.7,wh2_dlc11_cst_inf_zombie_gunnery_mob_3,30,90,2,0.13,12,4.4,13,0,0,6,15,400,Zombie Pirate Gunnery Mob (Bombers),0,1.0,0.5,55.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,23,0,23,[],120
46,"['Extra Powder', 'Crumbling', 'Disintegrating']",22.0,15,"['causes_fear', 'charge_reflector_vs_large', 'hide_forest', 'undead']",13.0,Missile Infantry,Missile Infantry,2,26,0,0,0,0,0,0,small,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_small,6480,54,1.7,wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0,40,90,19,0.7,20,4.5,8,0,13,14,27,800,The Black Spot (Zombie Pirate Gunnery Mob - Handguns),0,1.0,0.5,145.0,13.0,0.76,4.0,0.0,0.0,17.0,1.0,renown,23,0,23,[],120
47,"['Extra Powder', 'Crumbling', 'Disintegrating']",20.0,15,"['causes_fear', 'mounted_fire_move', 'undead']",9.0,War Beast,Flying Pistol Cavalry,16,52,120,0,0,0,0,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,3312,184,2.5,wh2_dlc11_cst_cav_deck_droppers_0,40,400,2,0.09,26,4.3,20,0,0,22,22,450,Deck Droppers,0,1.0,1.3,80.0,6.0,0.2,24.0,0.0,0.0,30.0,1.0,,80,80,48,[],18
48,"['Extra Powder', 'Crumbling', 'Disintegrating']",7.0,15,"['causes_fear', 'undead']",14.0,War Beast,Flying Missile Cavalry,16,52,120,0,0,0,0,0,large,10.0,30.0,3.0,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,3312,184,2.5,wh2_dlc11_cst_cav_deck_droppers_1,40,400,2,0.09,26,4.3,20,0,0,22,22,500,Deck Droppers (Bombers),0,1.0,1.3,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,80,80,48,[],18
49,"['Extra Powder', 'Crumbling', 'Disintegrating']",18.0,15,"['causes_fear', 'undead']",13.0,War Beast,Flying Missile Cavalry,16,52,120,0,0,0,0,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,3312,184,2.5,wh2_dlc11_cst_cav_deck_droppers_2,40,400,2,0.09,26,4.3,20,0,0,22,22,700,Deck Droppers (Handguns),0,1.0,1.3,130.0,31.0,0.7,13.0,0.0,0.0,44.0,1.0,,80,80,48,[],18
50,"['Extra Powder', 'Crumbling', 'Disintegrating']",7.0,15,"['causes_fear', 'undead']",14.0,War Beast,Flying Missile Cavalry,16,52,120,0,0,0,0,0,large,26.0,10.0,3.0,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,3312,184,2.5,wh2_dlc11_cst_cav_deck_droppers_ror_0,50,400,2,0.09,34,4.3,20,0,0,29,22,750,Salt Lord Scuttlers (Deck Droppers - Bombers),0,1.0,1.3,60.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,renown,80,80,48,[],18
51,"['Crumbling', 'Disintegrating']",,0,"['causes_fear', 'undead']",,War Beast,Flying War Beasts,6,90,120,0,0,0,0,0,small,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",small,3150,70,1.6,wh2_dlc11_cst_mon_fell_bats,30,70,2,0.09,14,4.3,20,0,0,44,22,350,Fell Bats,0,,0.6,,,,,,,,,,110,110,70,[],45
52,"['Crumbling', 'Disintegrating']",,0,"['causes_fear', 'guerrilla_deploy', 'hide_forest', 'strider', 'undead']",,War Beast,War Beasts,24,120,0,0,0,0,0,0,small,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",small,4560,76,1.2,wh2_dlc11_cst_mon_scurvy_dogs,30,150,3,0.14,26,4.6,19,0,0,14,22,500,Scurvy Dogs,0,,0.9,,,,,,,,,,95,0,95,[],60
53,"['Crumbling', 'Disintegrating']",,35,"['causes_fear', 'undead']",,Monstrous Infantry,Monstrous Infantry,12,65,0,0,0,0,0,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_large,7224,602,3.0,wh2_dlc11_cst_mon_animated_hulks_0,40,1500,77,0.7,30,3.8,33,0,0,24,110,750,Animated Hulks,0,,1.45,,,,,,,,,,38,0,38,[],12
54,"['The Hunger', 'Crumbling', 'Disintegrating']",,30,"['causes_fear', 'guerrilla_deploy', 'stalk', 'undead']",,Monstrous Infantry,Monstrous Infantry,28,86,0,0,0,0,30,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,6720,560,2.8,wh2_dlc11_cst_mon_mournguls_0,50,1150,70,0.7,36,4.0,30,20,0,24,100,1000,Mournguls,0,,1.65,,,,,,,,,,45,0,45,[],12
55,"['The Hunger', 'Crumbling', 'Disintegrating']",,30,"['causes_fear', 'causes_terror', 'guerrilla_deploy', 'rampage', 'stalk', 'undead']",,Monstrous Infantry,Monstrous Infantry,34,86,0,0,0,0,30,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,6720,560,2.8,wh2_dlc11_cst_mon_mournguls_ror_0,72,1150,84,0.7,52,4.0,36,20,0,31,120,1200,Night Terrors (Mournguls),0,,1.65,,,,,,,,,renown,45,0,45,[],12
56,"['Crumbling', 'Disintegrating']",,120,"['causes_fear', 'charge_reflector_vs_large', 'hide_forest', 'undead']",,Monstrous Infantry,Monstrous Beast,22,60,0,0,0,0,0,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_large,5940,660,3.0,wh2_dlc11_cst_mon_rotting_prometheans_0,44,1500,55,0.71,38,3.8,22,0,0,48,77,1050,Rotting Prometheans,0,,2.0,,,,,,,,,,45,0,45,[],9
57,"['Extra Powder', 'Crumbling', 'Disintegrating']",45.0,120,"['causes_fear', 'charge_reflector_vs_large', 'hide_forest', 'undead']",13.0,Monstrous Infantry,Monstrous Missile Beasts,22,60,0,0,0,0,0,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_large,6084,676,3.0,wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0,44,1500,55,0.71,38,3.8,22,0,0,48,77,1350,Rotting Prometheans Gunnery Mob,0,3.0,2.0,90.0,8.0,0.73,3.0,0.0,0.0,11.0,1.0,,45,0,45,[],9
58,"['Extra Powder', 'Regeneration', 'Crumbling', 'Disintegrating']",45.0,120,"['causes_fear', 'charge_reflector', 'hide_forest', 'undead']",13.0,Monstrous Infantry,Monstrous Missile Beasts,22,60,0,0,0,0,0,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_large,6084,676,3.0,wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror,54,1500,55,0.71,48,3.8,22,0,0,59,77,1600,The Lamprey's Revenge (Rotting Prometheans Gunnery Mob),0,3.0,2.0,90.0,8.0,0.73,3.0,0.0,0.0,11.0,1.0,renown,45,0,45,[],9
59,"['Gaseous Demise', 'Noxious Disintegration', 'Exploding Unit', 'Crumbling']",,0,"['causes_fear', 'causes_terror', 'hide_forest', 'undead']",,Monster,Exploding Monster,34,65,0,0,0,0,0,0,large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_large,1206,1206,2.9,wh2_dlc11_cst_mon_bloated_corpse_0,100,1500,300,0.67,75,4.3,150,0,0,40,450,425,Bloated Corpse,0,,1.1,,,,,,,,,,38,0,38,[],1
60,"['Abandon Ship!', 'Extra Powder', 'Crumbling', 'Disintegrating']",22.0,75,"['causes_fear', 'causes_terror', 'mounted_fire_move', 'undead']",12.0,Monster,Missile Monster,20,48,0,0,0,0,0,0,very_large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,7130,7130,11.0,wh2_dlc11_cst_mon_necrofex_colossus_0,50,5500,309,0.75,42,4.0,103,0,0,30,412,1900,Necrofex Colossus,0,4.0,2.5,330.0,137.0,0.81,33.0,0.0,0.0,170.0,1.0,,45,0,45,[],1
61,"['Abandon Ship!', 'Extra Powder', 'Crumbling', 'Disintegrating']",88.0,75,"['causes_fear', 'causes_terror', 'undead']",8.0,Monster,Missile Monster,20,48,0,0,0,0,0,0,very_large,32.0,80.0,7.0,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",large,7130,7130,11.0,wh2_dlc11_cst_mon_necrofex_colossus_ror_0,60,5500,375,0.75,52,4.0,125,25,0,43,500,2000,Gallows Giant (Necrofex Colossus),0,1.0,2.5,110.0,20.0,0.67,10.0,0.0,0.0,30.0,1.0,renown,45,0,45,[],1
62,"['Crumbling', 'Disintegrating']",200.0,150,"['causes_fear', 'causes_terror', 'charge_reflector', 'undead']",13.0,Monster,Monster,24,80,0,0,0,0,0,0,very_large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_large,7421,7421,8.0,wh2_dlc11_cst_mon_rotting_leviathan_0,55,5500,280,0.7,52,3.2,120,15,0,42,400,2000,Rotting Leviathan,0,1.0,5.3,145.0,13.0,0.76,4.0,0.0,0.0,17.0,1.0,,50,0,50,[],1
63,"['Death Shriek', 'Regeneration', 'Crumbling', 'Disintegrating']",,80,"['causes_fear', 'causes_terror', 'undead']",,Monster,Flying Monster,40,88,130,0,0,0,0,0,very_large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",aquatic_large,5658,5658,3.5,wh2_dlc11_cst_mon_terrorgheist,40,1600,325,0.71,38,4.0,135,0,0,42,460,2000,Death Shriek Terrorgheist,0,,3.5,,,,,,,,,,90,90,65,[],1
64,"['Extra Powder', 'Crumbling', 'Disintegrating']",22.0,20,"['cant_run', 'causes_fear', 'undead']",23.0,War Machine,Siege Artillery,5,20,0,0,0,0,0,0,very_large,,,,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",small,3267,1089,2.0,wh2_dlc11_cst_art_carronade,30,3000,2,0.11,10,4.3,16,0,0,6,18,700,Carronades,0,1.0,2.6,450.0,352.0,0.8,88.0,0.0,0.0,440.0,1.0,,20,0,20,[],3
65,"['Extra Powder', 'Crumbling', 'Disintegrating']",22.0,20,"['cant_run', 'causes_fear', 'undead']",20.0,War Machine,Siege Artillery,5,20,0,0,0,0,0,0,very_large,16.0,60.0,6.0,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",small,3267,1089,1.7,wh2_dlc11_cst_art_mortar,30,3000,2,0.11,10,4.3,16,0,0,6,18,600,Mortars,0,1.0,1.5,380.0,30.0,0.23,100.0,0.0,0.0,130.0,1.0,,20,0,20,[],3
66,"['Extra Powder', 'Crumbling', 'Disintegrating']",16.0,15,"['cant_run', 'causes_fear', 'undead']",18.0,War Machine,Siege Artillery,5,20,0,0,0,0,0,0,large,75.0,15.0,12.0,cst,"['The Dreadfleet', 'Pirates of Sartosa', 'The Drowned', 'Vampire Coast']",small,6598,6598,5.4,wh2_dlc11_cst_art_queen_bess,30,600,7,0.24,14,4.3,22,0,0,9,29,1600,Queen Bess,0,1.0,3.6,450.0,262.0,0.78,72.0,0.0,0.0,334.0,1.0,renown,20,0,20,[],1
67,['Fight or Die!'],,30,"['causes_fear', 'causes_terror', 'encourages', 'unbreakable']",,Lord,Wizard,40,110,0,0,0,25,60,0,very_large,,,,nor,"['Norsca', 'Wintertooth']",large,6132,6132,5.0,wh_dlc08_nor_cha_arzik_0,100,5000,140,0.32,60,4.0,300,0,0,40,440,1650,Azrik the Maze Keeper,0,,1.6,,,,,,,,,,60,0,60,"['Metalshifting', 'Aspect of the Dread Knight', 'Soulblight', 'The Fate of Bjuna', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Searing Doom']",1
68,"['Ruinous Flesh', 'Deadly Onslaught', 'Foe-Seeker', 'Frenzy', 'Regeneration']",,70,"['causes_fear', 'encourages', 'guerrilla_deploy', 'hide_forest', 'immune_to_psychology']",,Lord,Skin Wolf Werekin,40,100,0,0,0,0,0,20,large,,,,nor,"['Norsca', 'Wintertooth']",large,3780,3780,3.0,wh_dlc08_nor_cha_skin_wolf_werekin_0,70,1200,280,0.67,45,4.0,140,0,36,32,420,1150,Skin Wolf Werekin,0,,1.05,,,,,,,,,,65,0,65,[],1
69,"['Copious Vomit', 'Fight or Die!', 'Foe-Seeker', 'Regeneration']",,55,"['causes_fear', 'encourages', 'hide_forest']",,Lord,Hammer Infantry,50,88,0,0,0,0,15,0,large,,,,nor,"['Norsca', 'Wintertooth']",large,6006,6006,4.2,wh_dlc08_nor_cha_throgg_0,70,5000,372,0.75,60,4.0,123,0,28,50,495,1600,Throgg,0,,1.5,,,,,,,,,,56,0,56,[],1
70,"['Hunter of Champions', 'Fight or Die!', 'Seafang', 'Rage', 'Foe-Seeker']",,100,"['encourages', 'hide_forest']",,Lord,Sword Infantry,50,44,0,0,0,0,15,0,small,,,,nor,['Norsca'],small,3630,3630,2.2,wh_dlc08_nor_cha_wulfrik_0,75,1100,170,0.35,70,4.0,320,0,0,50,490,1000,Wulfrik the Wanderer,55,,0.7,,,,,,,,,,35,0,35,[],1
71,"['Hunter of Champions', 'Fight or Die!', 'Seafang', 'Rage', 'Foe-Seeker']",,100,"['encourages', 'hide_forest']",,Lord,Cavalry,65,108,0,0,0,0,15,0,medium,,,,nor,['Norsca'],large,3870,3870,2.0,wh_dlc08_nor_cha_wulfrik_1,75,950,170,0.35,70,4.0,320,0,0,50,490,1200,Wulfrik the Wanderer on Norscan Warhorse,35,,1.4,,,,,,,,,,78,0,78,[],1
72,"['Hunter of Champions', 'Fight or Die!', 'Seafang', 'Rage', 'Foe-Seeker']",,100,['encourages'],,Lord,Chariot,90,108,0,0,0,0,15,0,medium,,,,nor,['Norsca'],large,4368,4368,2.0,wh_dlc08_nor_cha_wulfrik_2,75,1100,250,0.69,48,4.0,110,26,0,30,360,1400,Wulfrik the Wanderer on Marauder Chariot,35,,1.4,,,,,,,,,,78,0,78,[],1
73,"['Hunter of Champions', 'Fight or Die!', 'Seafang', 'Rage', 'Foe-Seeker']",,70,"['causes_fear', 'causes_terror', 'encourages']",,Lord,War Mammoth,68,80,0,0,0,0,15,0,very_large,,,,nor,['Norsca'],large,10573,10573,12.0,wh_dlc08_nor_cha_wulfrik_3,75,6500,370,0.7,38,3.5,155,34,0,34,525,2300,Wulfrik the Wanderer on War Mammoth,0,,6.3,,,,,,,,,,56,0,56,[],1
74,"['Fight or Die!', 'Rage', 'Foe-Seeker']",,50,"['encourages', 'hide_forest']",,Lord,Axe Infantry,55,43,0,0,0,0,15,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,3201,3201,2.2,wh_main_nor_cha_marauder_chieftan_0,70,600,150,0.33,60,4.0,300,0,0,40,450,700,Marauder Chieftain,35,,0.75,,,,,,,,,,35,0,35,[],1
75,"['Fight or Die!', 'Rage', 'Foe-Seeker']",,50,"['encourages', 'hide_forest']",,Lord,Cavalry,65,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,3507,3507,2.0,wh_main_nor_cha_marauder_chieftan_1,70,950,150,0.33,60,4.0,300,0,0,40,450,900,Marauder Chieftain on Norscan Warhorse,35,,1.4,,,,,,,,,,78,0,78,[],1
76,"['Fight or Die!', 'Rage', 'Foe-Seeker']",,90,['encourages'],,Lord,Chariot,90,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,3747,3747,2.0,wh_main_nor_cha_marauder_chieftan_2,70,1100,250,0.69,38,4.0,110,26,0,20,360,1100,Marauder Chieftain on Marauder Chariot,35,,1.4,,,,,,,,,,78,0,78,[],1
77,"['Fight or Die!', 'Rage', 'Foe-Seeker']",,70,"['causes_fear', 'causes_terror', 'encourages']",,Lord,War Mammoth,68,80,0,0,0,0,15,0,very_large,,,,nor,"['Norsca', 'Wintertooth']",large,10578,10578,12.0,wh_main_nor_cha_marauder_chieftan_3,70,6500,370,0.7,34,3.5,155,34,0,30,525,2200,Marauder Chieftain on War Mammoth,0,,6.3,,,,,,,,,,56,0,56,[],1
78,"['From the Mist', 'Arcane Conduit', 'Evasion']",,65,"['causes_fear', 'encourages', 'hide_forest']",,Hero,Wizard,25,78,0,0,0,0,15,0,large,,,,nor,"['Norsca', 'Wintertooth']",large,3780,3780,2.9,wh_dlc08_nor_cha_fimir_balefiend_fire_0,70,1500,320,0.8,27,4.0,80,0,0,35,400,550,Fimir Balefiend (Fire),0,,1.1,,,,,,,,,,54,0,54,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
79,"['From the Mist', 'Arcane Conduit', 'Evasion']",,65,"['causes_fear', 'encourages', 'hide_forest']",,Hero,Wizard,25,78,0,0,0,0,15,0,large,,,,nor,"['Norsca', 'Wintertooth']",large,3780,3780,2.9,wh_dlc08_nor_cha_fimir_balefiend_shadow_0,70,1500,320,0.8,27,4.0,80,0,0,35,400,550,Fimir Balefiend (Shadows),0,,1.1,,,,,,,,,,54,0,54,"['Smoke & Mirrors', ""Melkoth's Mystifying Miasma"", ""Okkam's Mindrazor"", 'Pit of Shades', 'The Enfeebling Foe', 'The Penumbral Pendulum', 'The Withering']",1
80,"['Dark Fire of Chaos', 'Arcane Conduit', 'Regeneration']",,70,"['causes_fear', 'causes_terror', 'encourages']",,Hero,Wizard,60,95,125,0,0,0,25,0,very_large,,,,nor,"['Norsca', 'Wintertooth']",large,3675,3675,4.5,wh_dlc08_nor_cha_kihar_0,60,2200,380,0.73,42,4.0,140,0,0,40,520,2100,Kihar the Tormentor,0,,4.5,,,,,,,,,,90,90,65,"['Pit of Shades', 'The Penumbral Pendulum', 'Kindleflame', 'Fireball', 'Flaming Sword of Rhuin', 'Plague of Rust', 'Transmutation of Lead']",1
81,['Rage'],,30,"['encourages', 'hide_forest']",,Hero,Wizard,16,42,0,0,0,0,15,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,2520,2520,2.0,wh_dlc08_nor_cha_shaman_sorcerer_death_0,60,300,95,0.3,30,4.0,220,0,0,30,315,275,Shaman-Sorcerer (Death),0,,0.6,,,,,,,,,,35,0,35,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
82,['Rage'],,30,"['encourages', 'hide_forest']",,Hero,Wizard,30,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,2811,2811,2.0,wh_dlc08_nor_cha_shaman_sorcerer_death_1,60,950,95,0.3,30,4.0,220,0,0,30,315,475,Shaman-Sorcerer (Death) on Norscan Warhorse,0,,1.4,,,,,,,,,,78,0,78,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
83,['Rage'],,90,['encourages'],,Hero,Wizard,52,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,3117,3117,2.0,wh_dlc08_nor_cha_shaman_sorcerer_death_2,60,1100,200,0.67,30,4.0,100,26,0,24,300,775,Shaman-Sorcerer (Death) on Marauder Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Life Leeching', 'Aspect of the Dread Knight', 'Doom & Darkness', 'Soulblight', 'Spirit Leech', 'The Fate of Bjuna', 'The Purple Sun of Xereus']",1
84,['Rage'],,30,"['encourages', 'hide_forest']",,Hero,Wizard,16,42,0,0,0,0,15,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,2520,2520,2.0,wh_dlc08_nor_cha_shaman_sorcerer_fire_0,60,300,95,0.3,30,4.0,220,0,0,30,315,275,Shaman-Sorcerer (Fire),0,,0.6,,,,,,,,,,35,0,35,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
85,['Rage'],,30,"['encourages', 'hide_forest']",,Hero,Wizard,30,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,2811,2811,2.0,wh_dlc08_nor_cha_shaman_sorcerer_fire_1,60,950,95,0.3,30,4.0,220,0,0,30,315,475,Shaman-Sorcerer (Fire) on Norscan Warhorse,0,,1.4,,,,,,,,,,78,0,78,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
86,['Rage'],,90,['encourages'],,Hero,Wizard,52,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,3117,3117,2.0,wh_dlc08_nor_cha_shaman_sorcerer_fire_2,60,1100,200,0.67,30,4.0,100,26,0,24,300,775,Shaman-Sorcerer (Fire) on Marauder Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Kindleflame', 'Cascading Fire Cloak', 'Fireball', 'Flame Storm', 'Flaming Sword of Rhuin', 'Piercing Bolts of Burning', 'The Burning Head']",1
87,['Rage'],,30,"['encourages', 'hide_forest']",,Hero,Wizard,16,42,0,0,0,0,15,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,2520,2520,2.0,wh_dlc08_nor_cha_shaman_sorcerer_metal_0,60,300,95,0.3,30,4.0,220,0,0,30,315,275,Shaman-Sorcerer (Metal),0,,0.6,,,,,,,,,,35,0,35,"['Metalshifting', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Glittering Robe', 'Plague of Rust', 'Searing Doom', 'Transmutation of Lead']",1
88,['Rage'],,30,"['encourages', 'hide_forest']",,Hero,Wizard,30,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,2811,2811,2.0,wh_dlc08_nor_cha_shaman_sorcerer_metal_1,60,950,95,0.3,30,4.0,220,0,0,30,315,475,Shaman-Sorcerer (Metal) on Norscan Warhorse,0,,1.4,,,,,,,,,,78,0,78,"['Metalshifting', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Glittering Robe', 'Plague of Rust', 'Searing Doom', 'Transmutation of Lead']",1
89,['Rage'],,90,['encourages'],,Hero,Wizard,52,108,0,0,0,0,15,0,medium,,,,nor,"['Norsca', 'Wintertooth']",large,3117,3117,2.0,wh_dlc08_nor_cha_shaman_sorcerer_metal_2,60,1100,200,0.67,30,4.0,100,26,0,24,300,775,Shaman-Sorcerer (Metal) on Marauder Chariot,0,,1.4,,,,,,,,,,78,0,78,"['Metalshifting', 'Final Transmutation', ""Gehenna's Golden Hounds"", 'Glittering Robe', 'Plague of Rust', 'Searing Doom', 'Transmutation of Lead']",1
90,"['Berserk', 'Frenzy']",,15,"['hide_forest', 'immune_to_psychology']",,Melee Infantry,Berserker Axe Infantry,33,44,0,0,0,0,0,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,7650,102,1.9,wh_dlc08_nor_inf_marauder_berserkers_0,80,180,13,0.25,40,4.0,39,5,0,24,52,750,Marauder Berserkers,0,,0.89,,,,,,,,,,37,0,37,[],75
91,['Rage'],,80,['hide_forest'],,Melee Infantry,Axe Infantry,20,43,0,0,0,0,0,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,7200,96,2.0,wh_dlc08_nor_inf_marauder_champions_0,75,160,9,0.23,36,4.0,30,0,0,53,39,1000,Marauder Champions,35,,0.6,,,,,,,,,,35,0,35,[],75
92,['Rage'],,80,['hide_forest'],,Melee Infantry,Great Axe Infantry,30,43,0,0,0,0,0,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,7200,96,2.0,wh_dlc08_nor_inf_marauder_champions_1,75,160,30,0.75,36,4.3,10,0,0,32,40,1100,Marauder Champions (Great Weapons),0,,0.6,,,,,,,,,,35,0,35,[],75
93,['Rage'],,15,"['charge_reflector_vs_large', 'hide_forest']",,Melee Infantry,Spear Infantry,6,43,0,0,0,0,0,0,small,,,,nor,"['Norsca', 'Wintertooth']",small,7020,78,1.8,wh_dlc08_nor_inf_marauder_spearman_0,60,100,5,0.2,25,5.7,20,0,15,37,25,450,Marauder Spearmen,0,,0.7,,,,,,,,,,35,0,35,[],90
